[Nest] 5400  - 24/01/2026, 02:17:16   DEBUG [SyncService] Deep syncing specs for Apple iPad Air (2022)...
[Nest] 5400  - 24/01/2026, 02:17:16   ERROR [ExternalApiService] Request to gsmarenaparser.p.rapidapi.com failed: 429 - You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:16    WARN [ExternalApiService] Secondary specs fetch failed for Apple iPad Air (2022): External API Error from gsmarenaparser.p.rapidapi.com: You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:16    WARN [SyncService] Failed to sync device iPad Air (2022): Device specifications not found in any selected provider
[Nest] 5400  - 24/01/2026, 02:17:16   DEBUG [SyncService] Deep syncing specs for Apple iPhone 13 Pro Max...
[Nest] 5400  - 24/01/2026, 02:17:17   ERROR [ExternalApiService] Request to gsmarenaparser.p.rapidapi.com failed: 429 - You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:17    WARN [ExternalApiService] Secondary specs fetch failed for Apple iPhone 13 Pro Max: External API Error from gsmarenaparser.p.rapidapi.com: You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:17    WARN [SyncService] Failed to sync device iPhone 13 Pro Max: Device specifications not found in any selected provider
[Nest] 5400  - 24/01/2026, 02:17:17   DEBUG [SyncService] Deep syncing specs for Apple iPhone 13 Pro...
[Nest] 5400  - 24/01/2026, 02:17:17   ERROR [ExternalApiService] Request to gsmarenaparser.p.rapidapi.com failed: 429 - You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:17    WARN [ExternalApiService] Secondary specs fetch failed for Apple iPhone 13 Pro: External API Error from gsmarenaparser.p.rapidapi.com: You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:17    WARN [SyncService] Failed to sync device iPhone 13 Pro: Device specifications not found in any selected provider
[Nest] 5400  - 24/01/2026, 02:17:17   DEBUG [SyncService] Deep syncing specs for Apple iPhone 13...
[Nest] 5400  - 24/01/2026, 02:17:17   ERROR [ExternalApiService] Request to gsmarenaparser.p.rapidapi.com failed: 429 - You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
